Prot_A,Prot_B,Interaction_score,Disease
TARDBP,UBQLN4,0.727,Alzheimer's Disease
TARDBP,TBK1,0.73,Alzheimer's Disease
TARDBP,NEFH,0.749,Alzheimer's Disease
TARDBP,CPX-5824,0.758,Alzheimer's Disease
TARDBP,CPX-3288,0.761,Alzheimer's Disease
TARDBP,NEFL,0.791,Alzheimer's Disease
TARDBP,DCTN1,0.791,Alzheimer's Disease
TARDBP,LRRK2,0.794,Alzheimer's Disease
TARDBP,CPX-329,0.852,Alzheimer's Disease
TARDBP,PRNP,0.88,Alzheimer's Disease
TARDBP,HNRNPDL,0.88,Alzheimer's Disease
TARDBP,CPX-1062,0.881,Alzheimer's Disease
TARDBP,HTT,0.905,Alzheimer's Disease
TARDBP,EWSR1,0.92,Alzheimer's Disease
TARDBP,CPX-7764,0.923,Alzheimer's Disease
TARDBP,TIA1,0.927,Alzheimer's Disease
TARDBP,TMEM106B,0.935,Alzheimer's Disease
TARDBP,CPX-3961,0.943,Alzheimer's Disease
TARDBP,SQSTM1,0.95,Alzheimer's Disease
TARDBP,CPX-2349,0.953,Alzheimer's Disease
TARDBP,OPTN,0.954,Alzheimer's Disease
TARDBP,UBQLN2,0.968,Alzheimer's Disease
TARDBP,MAPT,0.97,Alzheimer's Disease
TARDBP,HDAC6,0.981,Alzheimer's Disease
TARDBP,PRKN,0.984,Alzheimer's Disease
TARDBP,CPX-2897,0.989,Alzheimer's Disease
TARDBP,ATXN2,0.992,Alzheimer's Disease
TARDBP,SNCA,0.994,Alzheimer's Disease
TARDBP,HNRNPA1,0.997,Alzheimer's Disease
TARDBP,HNRNPA2B1,0.998,Alzheimer's Disease
TARDBP,FUS,0.999,Alzheimer's Disease
IAPP,CPX-623,0.416,Alzheimer's Disease
IAPP,MAPT,0.418,Alzheimer's Disease
IAPP,ALB,0.43,Alzheimer's Disease
IAPP,IL1B,0.479,Alzheimer's Disease
IAPP,BACE2,0.5,Alzheimer's Disease
IAPP,HSPA5,0.522,Alzheimer's Disease
IAPP,HTT,0.523,Alzheimer's Disease
IAPP,GSN,0.527,Alzheimer's Disease
IAPP,BACE1,0.534,Alzheimer's Disease
IAPP,ITM2B,0.542,Alzheimer's Disease
IAPP,SRC,0.554,Alzheimer's Disease
IAPP,B2M,0.754,Alzheimer's Disease
IAPP,APOE,0.818,Alzheimer's Disease
IAPP,PRNP,0.89,Alzheimer's Disease
IAPP,SNCA,0.934,Alzheimer's Disease
IAPP,CPX-1062,0.938,Alzheimer's Disease
IAPP,CPX-943,0.984,Alzheimer's Disease
IAPP,IDE,0.991,Alzheimer's Disease
MAPK8IP1,KIF5A,0.415,Alzheimer's Disease
MAPK8IP1,CIB1,0.427,Alzheimer's Disease
MAPK8IP1,KIF1A,0.474,Alzheimer's Disease
MAPK8IP1,HTT,0.538,Alzheimer's Disease
MAPK8IP1,SRC,0.578,Alzheimer's Disease
MAPK8IP1,MAPT,0.721,Alzheimer's Disease
MAPK8IP1,AKT1,0.754,Alzheimer's Disease
MAPK8IP1,EGFR,0.771,Alzheimer's Disease
MAPK8IP1,CPX-4310,0.778,Alzheimer's Disease
MAPK8IP1,LRP8,0.836,Alzheimer's Disease
MAPK8IP1,KLC2,0.931,Alzheimer's Disease
MAPK8IP1,CPX-1062,0.963,Alzheimer's Disease
MAPK8IP1,MAPK9,0.993,Alzheimer's Disease
MAPK8IP1,MAPK8,0.999,Alzheimer's Disease
CPX-4310,PICALM,0.403,Alzheimer's Disease
CPX-4310,KLC2,0.437,Alzheimer's Disease
CPX-4310,AKT1,0.437,Alzheimer's Disease
CPX-4310,CPX-623,0.446,Alzheimer's Disease
CPX-4310,CPX-943,0.448,Alzheimer's Disease
CPX-4310,NGF,0.45,Alzheimer's Disease
CPX-4310,CPX-2176,0.462,Alzheimer's Disease
CPX-4310,VLDLR,0.473,Alzheimer's Disease
CPX-4310,IL1B,0.476,Alzheimer's Disease
CPX-4310,CPX-2805,0.477,Alzheimer's Disease
CPX-4310,CPX-6232,0.494,Alzheimer's Disease
CPX-4310,BACE2,0.497,Alzheimer's Disease
CPX-4310,MAG,0.501,Alzheimer's Disease
CPX-4310,CPX-1164,0.506,Alzheimer's Disease
CPX-4310,SRC,0.517,Alzheimer's Disease
CPX-4310,FYN,0.518,Alzheimer's Disease
CPX-4310,MBP,0.541,Alzheimer's Disease
CPX-4310,CPX-130,0.545,Alzheimer's Disease
CPX-4310,IDE,0.584,Alzheimer's Disease
CPX-4310,MAPT,0.632,Alzheimer's Disease
CPX-4310,MME,0.652,Alzheimer's Disease
CPX-4310,ALB,0.714,Alzheimer's Disease
CPX-4310,BACE1,0.774,Alzheimer's Disease
CPX-4310,PRNP,0.806,Alzheimer's Disease
CPX-4310,EGFR,0.838,Alzheimer's Disease
CPX-4310,CPX-1062,0.983,Alzheimer's Disease
CPX-4310,CPX-3285,0.99,Alzheimer's Disease
CPX-4310,CPX-3288,0.994,Alzheimer's Disease
CPX-4310,APOE,0.999,Alzheimer's Disease
CPX-5381,GSN,0.407,Alzheimer's Disease
CPX-5381,MAPT,0.41,Alzheimer's Disease
CPX-5381,TREM2,0.413,Alzheimer's Disease
CPX-5381,B2M,0.418,Alzheimer's Disease
CPX-5381,CPX-943,0.501,Alzheimer's Disease
CPX-5381,CPX-5149,0.551,Alzheimer's Disease
CPX-5381,CPX-137,0.574,Alzheimer's Disease
CPX-5381,CPX-1164,0.588,Alzheimer's Disease
CPX-5381,SRC,0.603,Alzheimer's Disease
CPX-5381,CPX-2805,0.621,Alzheimer's Disease
CPX-5381,CPX-6232,0.623,Alzheimer's Disease
CPX-5381,IL1B,0.664,Alzheimer's Disease
CPX-5381,CPX-2476,0.666,Alzheimer's Disease
CPX-5381,CPX-623,0.666,Alzheimer's Disease
CPX-5381,APOE,0.732,Alzheimer's Disease
CPX-5381,CP,0.751,Alzheimer's Disease
CPX-5381,CPX-1062,0.887,Alzheimer's Disease
CPX-5381,ALB,0.959,Alzheimer's Disease
PIN1,CPX-107,0.404,Alzheimer's Disease
PIN1,EP300,0.41,Alzheimer's Disease
PIN1,PRKCZ,0.416,Alzheimer's Disease
PIN1,PRKCB,0.426,Alzheimer's Disease
PIN1,PRKCA,0.428,Alzheimer's Disease
PIN1,CPX-2236,0.443,Alzheimer's Disease
PIN1,CPX-1062,0.478,Alzheimer's Disease
PIN1,CDK2,0.484,Alzheimer's Disease
PIN1,CPX-577,0.504,Alzheimer's Disease
PIN1,MAPT,0.716,Alzheimer's Disease
PIN1,CPX-6093,0.946,Alzheimer's Disease
TUBA4A,P4HB,0.413,Alzheimer's Disease
TUBA4A,EGFR,0.415,Alzheimer's Disease
TUBA4A,LRRK2,0.418,Alzheimer's Disease
TUBA4A,SQSTM1,0.419,Alzheimer's Disease
TUBA4A,CPX-1001,0.427,Alzheimer's Disease
TUBA4A,HNRNPA1,0.429,Alzheimer's Disease
TUBA4A,CPX-6129,0.444,Alzheimer's Disease
TUBA4A,ATXN2,0.446,Alzheimer's Disease
TUBA4A,CPX-5824,0.466,Alzheimer's Disease
TUBA4A,TUBA8,0.477,Alzheimer's Disease
TUBA4A,CPX-1062,0.486,Alzheimer's Disease
TUBA4A,TBK1,0.496,Alzheimer's Disease
TUBA4A,CPX-130,0.501,Alzheimer's Disease
TUBA4A,FUS,0.513,Alzheimer's Disease
TUBA4A,CPX-2476,0.531,Alzheimer's Disease
TUBA4A,ANXA5,0.539,Alzheimer's Disease
TUBA4A,MAPRE2,0.543,Alzheimer's Disease
TUBA4A,PRKN,0.545,Alzheimer's Disease
TUBA4A,ACTG1,0.547,Alzheimer's Disease
TUBA4A,CPX-3961,0.57,Alzheimer's Disease
TUBA4A,DCTN1,0.6,Alzheimer's Disease
TUBA4A,HSPA5,0.609,Alzheimer's Disease
TUBA4A,UBQLN2,0.612,Alzheimer's Disease
TUBA4A,CPX-6093,0.614,Alzheimer's Disease
TUBA4A,HDAC6,0.617,Alzheimer's Disease
TUBA4A,CPX-137,0.618,Alzheimer's Disease
TUBA4A,NEFH,0.621,Alzheimer's Disease
TUBA4A,CHCHD10,0.623,Alzheimer's Disease
TUBA4A,KIF5A,0.644,Alzheimer's Disease
TUBA4A,CPX-6030,0.664,Alzheimer's Disease
TUBA4A,CPX-2897,0.678,Alzheimer's Disease
TUBA4A,CPX-329,0.705,Alzheimer's Disease
TUBA4A,OPTN,0.737,Alzheimer's Disease
TUBA4A,CPX-1164,0.825,Alzheimer's Disease
TUBA4A,TUBA1A,0.947,Alzheimer's Disease
TUBA4A,TUBB2B,0.968,Alzheimer's Disease
TUBA4A,TUBB6,0.969,Alzheimer's Disease
TUBA4A,MAPT,0.981,Alzheimer's Disease
TUBA4A,TUBB4A,0.983,Alzheimer's Disease
TUBA4A,TUBB4B,0.991,Alzheimer's Disease
TUBA4A,TUBB3,0.993,Alzheimer's Disease
TUBA4A,TUBB,0.994,Alzheimer's Disease
TUBA4A,TUBB2A,0.995,Alzheimer's Disease
HSPB1,CDK1,0.413,Alzheimer's Disease
HSPB1,GSN,0.415,Alzheimer's Disease
HSPB1,PARK7,0.416,Alzheimer's Disease
HSPB1,GSTO1,0.426,Alzheimer's Disease
HSPB1,HTT,0.427,Alzheimer's Disease
HSPB1,PRKCA,0.444,Alzheimer's Disease
HSPB1,MAPK8,0.452,Alzheimer's Disease
HSPB1,CPX-1907,0.475,Alzheimer's Disease
HSPB1,DNAJA1,0.506,Alzheimer's Disease
HSPB1,IL1B,0.506,Alzheimer's Disease
HSPB1,ANXA5,0.51,Alzheimer's Disease
HSPB1,CDK2,0.51,Alzheimer's Disease
HSPB1,CPX-2494,0.511,Alzheimer's Disease
HSPB1,NEFL,0.54,Alzheimer's Disease
HSPB1,CPX-623,0.542,Alzheimer's Disease
HSPB1,HDAC6,0.565,Alzheimer's Disease
HSPB1,CPX-943,0.57,Alzheimer's Disease
HSPB1,CPX-1164,0.591,Alzheimer's Disease
HSPB1,CPX-1981,0.597,Alzheimer's Disease
HSPB1,SLC1A2,0.601,Alzheimer's Disease
HSPB1,CPX-1062,0.602,Alzheimer's Disease
HSPB1,MAPK3,0.607,Alzheimer's Disease
HSPB1,CPX-137,0.613,Alzheimer's Disease
HSPB1,GSK3B,0.643,Alzheimer's Disease
HSPB1,CPX-130,0.648,Alzheimer's Disease
HSPB1,CPX-2805,0.65,Alzheimer's Disease
HSPB1,CPX-2897,0.666,Alzheimer's Disease
HSPB1,GFAP,0.669,Alzheimer's Disease
HSPB1,LRRK2,0.671,Alzheimer's Disease
HSPB1,CPX-2476,0.671,Alzheimer's Disease
HSPB1,SRC,0.678,Alzheimer's Disease
HSPB1,ALB,0.687,Alzheimer's Disease
HSPB1,MAPT,0.707,Alzheimer's Disease
HSPB1,CPX-5156,0.737,Alzheimer's Disease
HSPB1,EGFR,0.794,Alzheimer's Disease
HSPB1,HSPA5,0.801,Alzheimer's Disease
HSPB1,CPX-6129,0.845,Alzheimer's Disease
HSPB1,SNCA,0.853,Alzheimer's Disease
HSPB1,CPX-3285,0.952,Alzheimer's Disease
HSPB1,CPX-6093,0.955,Alzheimer's Disease
HSPB1,CPX-3288,0.957,Alzheimer's Disease
HSPB1,CPX-5824,0.988,Alzheimer's Disease
HSPB1,AKT1,0.991,Alzheimer's Disease
SIRT2,CPX-1164,0.436,Alzheimer's Disease
SIRT2,CREBBP,0.443,Alzheimer's Disease
SIRT2,PHGDH,0.444,Alzheimer's Disease
SIRT2,CPX-5824,0.447,Alzheimer's Disease
SIRT2,CPX-2004,0.45,Alzheimer's Disease
SIRT2,CPX-1907,0.465,Alzheimer's Disease
SIRT2,HTT,0.478,Alzheimer's Disease
SIRT2,CPX-943,0.484,Alzheimer's Disease
SIRT2,CDK2,0.49,Alzheimer's Disease
SIRT2,MAPT,0.494,Alzheimer's Disease
SIRT2,PLP1,0.525,Alzheimer's Disease
SIRT2,ALB,0.525,Alzheimer's Disease
SIRT2,PINK1,0.594,Alzheimer's Disease
SIRT2,CPX-3288,0.613,Alzheimer's Disease
SIRT2,CPX-3285,0.613,Alzheimer's Disease
SIRT2,SNCA,0.637,Alzheimer's Disease
SIRT2,CPX-2476,0.651,Alzheimer's Disease
SIRT2,CPX-6093,0.768,Alzheimer's Disease
SIRT2,AKT1,0.773,Alzheimer's Disease
SIRT2,EP300,0.907,Alzheimer's Disease
SIRT2,HDAC6,0.941,Alzheimer's Disease
SIRT2,NMNAT1,0.95,Alzheimer's Disease
CPX-577,GFAP,0.42,Alzheimer's Disease
CPX-577,CNP,0.524,Alzheimer's Disease
APOE,CPX-1001,0.4,Alzheimer's Disease
APOE,SNCAIP,0.417,Alzheimer's Disease
APOE,CPX-2204,0.419,Alzheimer's Disease
APOE,CPX-2176,0.431,Alzheimer's Disease
APOE,PARK7,0.431,Alzheimer's Disease
APOE,ANXA5,0.437,Alzheimer's Disease
APOE,FUS,0.438,Alzheimer's Disease
APOE,CHAT,0.446,Alzheimer's Disease
APOE,PTK2B,0.447,Alzheimer's Disease
APOE,PRKAG2,0.471,Alzheimer's Disease
APOE,HTT,0.472,Alzheimer's Disease
APOE,PINK1,0.472,Alzheimer's Disease
APOE,LRRK2,0.486,Alzheimer's Disease
APOE,BACE2,0.489,Alzheimer's Disease
APOE,CPX-1981,0.491,Alzheimer's Disease
APOE,HSPA5,0.493,Alzheimer's Disease
APOE,SYP,0.493,Alzheimer's Disease
APOE,MAPK3,0.506,Alzheimer's Disease
APOE,NPC2,0.512,Alzheimer's Disease
APOE,CPX-4082,0.517,Alzheimer's Disease
APOE,CHI3L1,0.518,Alzheimer's Disease
APOE,CPX-2897,0.536,Alzheimer's Disease
APOE,CPX-3961,0.541,Alzheimer's Disease
APOE,MME,0.543,Alzheimer's Disease
APOE,OPTN,0.562,Alzheimer's Disease
APOE,SRC,0.592,Alzheimer's Disease
APOE,SQSTM1,0.598,Alzheimer's Disease
APOE,TMEM106B,0.6,Alzheimer's Disease
APOE,EGFR,0.608,Alzheimer's Disease
APOE,NGF,0.609,Alzheimer's Disease
APOE,NEFL,0.613,Alzheimer's Disease
APOE,PRKACB,0.617,Alzheimer's Disease
APOE,PRKN,0.617,Alzheimer's Disease
APOE,PRKACA,0.618,Alzheimer's Disease
APOE,CPX-137,0.622,Alzheimer's Disease
APOE,CDK5,0.631,Alzheimer's Disease
APOE,CPX-2476,0.636,Alzheimer's Disease
APOE,CD2AP,0.643,Alzheimer's Disease
APOE,CPX-1164,0.643,Alzheimer's Disease
APOE,GFAP,0.644,Alzheimer's Disease
APOE,CP,0.648,Alzheimer's Disease
APOE,IDE,0.667,Alzheimer's Disease
APOE,ITM2B,0.667,Alzheimer's Disease
APOE,CPX-6093,0.678,Alzheimer's Disease
APOE,AKT1,0.697,Alzheimer's Disease
APOE,GSK3B,0.703,Alzheimer's Disease
APOE,CPX-6232,0.712,Alzheimer's Disease
APOE,PRNP,0.717,Alzheimer's Disease
APOE,EP300,0.724,Alzheimer's Disease
APOE,ADAM10,0.733,Alzheimer's Disease
APOE,ACHE,0.769,Alzheimer's Disease
APOE,PICALM,0.773,Alzheimer's Disease
APOE,ABCA7,0.774,Alzheimer's Disease
APOE,BACE1,0.785,Alzheimer's Disease
APOE,B2M,0.803,Alzheimer's Disease
APOE,GSN,0.828,Alzheimer's Disease
APOE,BCHE,0.835,Alzheimer's Disease
APOE,CPX-514,0.908,Alzheimer's Disease
APOE,ALB,0.953,Alzheimer's Disease
APOE,CPX-4231,0.961,Alzheimer's Disease
APOE,MAPT,0.991,Alzheimer's Disease
APOE,TREM2,0.997,Alzheimer's Disease
APOE,SORL1,0.997,Alzheimer's Disease
APOE,VLDLR,0.998,Alzheimer's Disease
APOE,LRP8,0.999,Alzheimer's Disease
APOE,CPX-1062,0.999,Alzheimer's Disease
GFAP,CPX-4101,0.414,Alzheimer's Disease
GFAP,HSPA5,0.418,Alzheimer's Disease
GFAP,CPX-6123,0.424,Alzheimer's Disease
GFAP,CDK5,0.425,Alzheimer's Disease
GFAP,FUS,0.427,Alzheimer's Disease
GFAP,L1CAM,0.445,Alzheimer's Disease
GFAP,IDE,0.445,Alzheimer's Disease
GFAP,CHI3L1,0.451,Alzheimer's Disease
GFAP,CPX-130,0.454,Alzheimer's Disease
GFAP,GSK3B,0.456,Alzheimer's Disease
GFAP,ACHE,0.461,Alzheimer's Disease
GFAP,SLC6A3,0.47,Alzheimer's Disease
GFAP,PRKCA,0.474,Alzheimer's Disease
GFAP,CPX-4082,0.483,Alzheimer's Disease
GFAP,MAOB,0.484,Alzheimer's Disease
GFAP,CA4,0.486,Alzheimer's Disease
GFAP,CPX-4231,0.49,Alzheimer's Disease
GFAP,CPX-2204,0.49,Alzheimer's Disease
GFAP,CPX-4424,0.491,Alzheimer's Disease
GFAP,PRNP,0.492,Alzheimer's Disease
GFAP,CPX-2494,0.512,Alzheimer's Disease
GFAP,SV2A,0.513,Alzheimer's Disease
GFAP,MAPK3,0.522,Alzheimer's Disease
GFAP,CPX-2202,0.527,Alzheimer's Disease
GFAP,CPX-1981,0.538,Alzheimer's Disease
GFAP,SYT1,0.544,Alzheimer's Disease
GFAP,PRKCG,0.56,Alzheimer's Disease
GFAP,EGFR,0.562,Alzheimer's Disease
GFAP,BACE1,0.566,Alzheimer's Disease
GFAP,CPX-6232,0.57,Alzheimer's Disease
GFAP,CPX-943,0.578,Alzheimer's Disease
GFAP,CPX-285,0.579,Alzheimer's Disease
GFAP,CPX-8767,0.585,Alzheimer's Disease
GFAP,HDAC6,0.589,Alzheimer's Disease
GFAP,UCHL1,0.59,Alzheimer's Disease
GFAP,TREM2,0.6,Alzheimer's Disease
GFAP,MAP1B,0.615,Alzheimer's Disease
GFAP,CAMK2A,0.623,Alzheimer's Disease
GFAP,AKT1,0.623,Alzheimer's Disease
GFAP,ANXA5,0.624,Alzheimer's Disease
GFAP,HTT,0.638,Alzheimer's Disease
GFAP,CPX-6093,0.638,Alzheimer's Disease
GFAP,PARK7,0.645,Alzheimer's Disease
GFAP,NGF,0.653,Alzheimer's Disease
GFAP,SYN2,0.653,Alzheimer's Disease
GFAP,NTRK2,0.669,Alzheimer's Disease
GFAP,SNCA,0.673,Alzheimer's Disease
GFAP,MAG,0.682,Alzheimer's Disease
GFAP,TUBB3,0.695,Alzheimer's Disease
GFAP,CPX-2176,0.701,Alzheimer's Disease
GFAP,CPX-2805,0.705,Alzheimer's Disease
GFAP,CPX-2897,0.718,Alzheimer's Disease
GFAP,NEFL,0.726,Alzheimer's Disease
GFAP,PLP1,0.737,Alzheimer's Disease
GFAP,CPX-1164,0.738,Alzheimer's Disease
GFAP,SYN1,0.741,Alzheimer's Disease
GFAP,MAPT,0.743,Alzheimer's Disease
GFAP,CHAT,0.743,Alzheimer's Disease
GFAP,CPX-2476,0.749,Alzheimer's Disease
GFAP,SNAP25,0.762,Alzheimer's Disease
GFAP,ALB,0.771,Alzheimer's Disease
GFAP,CPX-1062,0.772,Alzheimer's Disease
GFAP,CPX-623,0.782,Alzheimer's Disease
GFAP,TH,0.786,Alzheimer's Disease
GFAP,CPX-3288,0.79,Alzheimer's Disease
GFAP,CPX-5824,0.804,Alzheimer's Disease
GFAP,CPX-3285,0.812,Alzheimer's Disease
GFAP,IL1B,0.82,Alzheimer's Disease
GFAP,SYP,0.86,Alzheimer's Disease
GFAP,DCX,0.864,Alzheimer's Disease
GFAP,MBP,0.876,Alzheimer's Disease
GFAP,CNP,0.883,Alzheimer's Disease
GFAP,SLC1A2,0.885,Alzheimer's Disease
FUS,CPX-3288,0.404,Alzheimer's Disease
FUS,TREM2,0.418,Alzheimer's Disease
FUS,ATXN3,0.418,Alzheimer's Disease
FUS,MAPK8,0.441,Alzheimer's Disease
FUS,SLC1A2,0.446,Alzheimer's Disease
FUS,TMEM106B,0.448,Alzheimer's Disease
FUS,PICALM,0.454,Alzheimer's Disease
FUS,UCHL1,0.463,Alzheimer's Disease
FUS,HDAC6,0.466,Alzheimer's Disease
FUS,PINK1,0.468,Alzheimer's Disease
FUS,CPX-5824,0.473,Alzheimer's Disease
FUS,ALB,0.475,Alzheimer's Disease
FUS,CPX-1164,0.477,Alzheimer's Disease
FUS,LRRK2,0.478,Alzheimer's Disease
FUS,KIF5A,0.489,Alzheimer's Disease
FUS,CPX-4231,0.507,Alzheimer's Disease
FUS,CPX-2805,0.51,Alzheimer's Disease
FUS,P4HB,0.518,Alzheimer's Disease
FUS,PRKN,0.524,Alzheimer's Disease
FUS,CPX-6093,0.536,Alzheimer's Disease
FUS,PHGDH,0.537,Alzheimer's Disease
FUS,CPX-2476,0.548,Alzheimer's Disease
FUS,CPX-2176,0.555,Alzheimer's Disease
FUS,PRNP,0.572,Alzheimer's Disease
FUS,PARK7,0.597,Alzheimer's Disease
FUS,CPX-1062,0.603,Alzheimer's Disease
FUS,CPX-6129,0.613,Alzheimer's Disease
FUS,TBK1,0.618,Alzheimer's Disease
FUS,CHCHD10,0.668,Alzheimer's Disease
FUS,NEFL,0.67,Alzheimer's Disease
FUS,AKT1,0.695,Alzheimer's Disease
FUS,SNCA,0.698,Alzheimer's Disease
FUS,DCTN1,0.746,Alzheimer's Disease
FUS,EP300,0.763,Alzheimer's Disease
FUS,CPX-329,0.78,Alzheimer's Disease
FUS,HTT,0.782,Alzheimer's Disease
FUS,SQSTM1,0.795,Alzheimer's Disease
FUS,NEFH,0.798,Alzheimer's Disease
FUS,SMN2,0.82,Alzheimer's Disease
FUS,CPX-2349,0.824,Alzheimer's Disease
FUS,CPX-137,0.832,Alzheimer's Disease
FUS,TIA1,0.848,Alzheimer's Disease
FUS,HNRNPDL,0.918,Alzheimer's Disease
FUS,MAPT,0.918,Alzheimer's Disease
FUS,ATXN2,0.924,Alzheimer's Disease
FUS,CPX-3961,0.929,Alzheimer's Disease
FUS,OPTN,0.948,Alzheimer's Disease
FUS,UBQLN2,0.952,Alzheimer's Disease
FUS,EWSR1,0.953,Alzheimer's Disease
FUS,HNRNPA1,0.975,Alzheimer's Disease
FUS,CPX-7764,0.985,Alzheimer's Disease
FUS,HNRNPA2B1,0.99,Alzheimer's Disease
FUS,CPX-2897,0.992,Alzheimer's Disease
SNAP25,NGF,0.404,Alzheimer's Disease
SNAP25,NEFH,0.409,Alzheimer's Disease
SNAP25,ALB,0.41,Alzheimer's Disease
SNAP25,L1CAM,0.414,Alzheimer's Disease
SNAP25,UCHL1,0.415,Alzheimer's Disease
SNAP25,CAMK2B,0.429,Alzheimer's Disease
SNAP25,TUBB3,0.451,Alzheimer's Disease
SNAP25,YWHAG,0.453,Alzheimer's Disease
SNAP25,CPX-6093,0.463,Alzheimer's Disease
SNAP25,CPX-1164,0.468,Alzheimer's Disease
SNAP25,KIF5A,0.492,Alzheimer's Disease
SNAP25,TUBB,0.51,Alzheimer's Disease
SNAP25,PLP1,0.524,Alzheimer's Disease
SNAP25,KIF1A,0.541,Alzheimer's Disease
SNAP25,MAP1B,0.57,Alzheimer's Disease
SNAP25,CPX-137,0.582,Alzheimer's Disease
SNAP25,MAPT,0.619,Alzheimer's Disease
SNAP25,SYNJ1,0.672,Alzheimer's Disease
SNAP25,SV2A,0.726,Alzheimer's Disease
SNAP25,NEFL,0.808,Alzheimer's Disease
SNAP25,CPX-5824,0.903,Alzheimer's Disease
SNAP25,SYN1,0.97,Alzheimer's Disease
SNAP25,NSF,0.975,Alzheimer's Disease
SNAP25,SYP,0.98,Alzheimer's Disease
SNAP25,STXBP1,0.999,Alzheimer's Disease
CHI3L1,CPX-6232,0.406,Alzheimer's Disease
CHI3L1,ALB,0.409,Alzheimer's Disease
CHI3L1,MAPT,0.412,Alzheimer's Disease
CHI3L1,NOS1AP,0.437,Alzheimer's Disease
CHI3L1,CPX-943,0.497,Alzheimer's Disease
CHI3L1,CPX-2805,0.536,Alzheimer's Disease
CHI3L1,CPX-1062,0.544,Alzheimer's Disease
CHI3L1,TREM2,0.567,Alzheimer's Disease
CHI3L1,CPX-623,0.598,Alzheimer's Disease
CHI3L1,IL1B,0.713,Alzheimer's Disease
CHI3L1,NEFL,0.737,Alzheimer's Disease
TTBK1,GSK3B,0.417,Alzheimer's Disease
TTBK1,CDK5,0.44,Alzheimer's Disease
TTBK1,MAPT,0.682,Alzheimer's Disease
TUBB2B,TUBB6,0.432,Alzheimer's Disease
TUBB2B,MAPRE2,0.437,Alzheimer's Disease
TUBB2B,P4HB,0.439,Alzheimer's Disease
TUBB2B,UCHL1,0.447,Alzheimer's Disease
TUBB2B,CPX-6129,0.45,Alzheimer's Disease
TUBB2B,TUBB4A,0.468,Alzheimer's Disease
TUBB2B,ACTG1,0.478,Alzheimer's Disease
TUBB2B,DNAJA1,0.484,Alzheimer's Disease
TUBB2B,HSPA5,0.51,Alzheimer's Disease
TUBB2B,CPX-329,0.517,Alzheimer's Disease
TUBB2B,CPX-1164,0.584,Alzheimer's Disease
TUBB2B,CPX-6030,0.641,Alzheimer's Disease
TUBB2B,TUBB3,0.655,Alzheimer's Disease
TUBB2B,TUBB4B,0.666,Alzheimer's Disease
TUBB2B,KIF5A,0.897,Alzheimer's Disease
TUBB2B,TUBB2A,0.933,Alzheimer's Disease
TUBB2B,KIF1A,0.939,Alzheimer's Disease
TUBB2B,DCX,0.95,Alzheimer's Disease
TUBB2B,TUBA8,0.963,Alzheimer's Disease
TUBB2B,MAPT,0.994,Alzheimer's Disease
TUBB2B,TUBA1A,0.997,Alzheimer's Disease
SORL1,LRRK2,0.401,Alzheimer's Disease
SORL1,CA4,0.411,Alzheimer's Disease
SORL1,VLDLR,0.428,Alzheimer's Disease
SORL1,PRNP,0.43,Alzheimer's Disease
SORL1,SNCA,0.435,Alzheimer's Disease
SORL1,GAK,0.438,Alzheimer's Disease
SORL1,CLTC,0.441,Alzheimer's Disease
SORL1,BACE2,0.441,Alzheimer's Disease
SORL1,CPX-2176,0.453,Alzheimer's Disease
SORL1,ADAM10,0.493,Alzheimer's Disease
SORL1,PARK7,0.508,Alzheimer's Disease
SORL1,MAPT,0.6,Alzheimer's Disease
SORL1,PTK2B,0.651,Alzheimer's Disease
SORL1,CPX-623,0.673,Alzheimer's Disease
SORL1,TREM2,0.727,Alzheimer's Disease
SORL1,BACE1,0.737,Alzheimer's Disease
SORL1,CD2AP,0.747,Alzheimer's Disease
SORL1,CPX-4231,0.778,Alzheimer's Disease
SORL1,CPX-514,0.798,Alzheimer's Disease
SORL1,PICALM,0.838,Alzheimer's Disease
SORL1,ABCA7,0.841,Alzheimer's Disease
SORL1,CPX-7842,0.877,Alzheimer's Disease
SORL1,CPX-1062,0.999,Alzheimer's Disease
ADAM10,CDK5,0.406,Alzheimer's Disease
ADAM10,QPCT,0.413,Alzheimer's Disease
ADAM10,GSK3B,0.438,Alzheimer's Disease
ADAM10,CPX-1164,0.464,Alzheimer's Disease
ADAM10,IL1B,0.464,Alzheimer's Disease
ADAM10,CPX-2476,0.473,Alzheimer's Disease
ADAM10,CPX-623,0.478,Alzheimer's Disease
ADAM10,PRNP,0.48,Alzheimer's Disease
ADAM10,CD2AP,0.48,Alzheimer's Disease
ADAM10,CPX-6232,0.483,Alzheimer's Disease
ADAM10,MAPT,0.486,Alzheimer's Disease
ADAM10,TREM2,0.527,Alzheimer's Disease
ADAM10,MME,0.543,Alzheimer's Disease
ADAM10,EGFR,0.546,Alzheimer's Disease
ADAM10,CPX-2805,0.556,Alzheimer's Disease
ADAM10,CPX-1001,0.557,Alzheimer's Disease
ADAM10,BACE2,0.58,Alzheimer's Disease
ADAM10,HTT,0.592,Alzheimer's Disease
ADAM10,LCK,0.622,Alzheimer's Disease
ADAM10,L1CAM,0.622,Alzheimer's Disease
ADAM10,IDE,0.636,Alzheimer's Disease
ADAM10,PICALM,0.637,Alzheimer's Disease
ADAM10,ABCA7,0.644,Alzheimer's Disease
